,country,review_description,designation,points,price,winery,variety,region
16431,37,254,8030.0,89,1.0,13338,0.0,366
16432,7,366,145.0,89,1.0,6347,13.0,548
16433,12,172,-1.0,87,1.0,3468,11.0,63
16434,37,271,-1.0,91,1.0,11746,21.0,370
16435,37,247,1280.0,90,1.0,14467,0.0,321
16436,12,312,8031.0,92,1.0,5545,26.0,11
16437,19,209,-1.0,88,1.0,4466,12.0,1242
16438,34,186,8032.0,85,1.0,6836,23.0,426
16439,34,291,7587.0,90,1.0,1261,25.0,859
16440,28,246,8033.0,89,1.0,6711,16.0,540
16441,0,229,1178.0,87,1.0,522,11.0,761
16442,12,260,8034.0,90,1.0,8688,9.0,46
16443,37,246,8035.0,92,1.0,13338,7.0,366
16444,37,219,8036.0,94,1.0,1055,7.0,891
16445,14,189,8037.0,88,1.0,14363,22.0,992
16446,12,226,-1.0,85,1.0,3708,11.0,96
16447,37,297,3013.0,90,1.0,842,11.0,321
16448,33,294,3850.0,89,1.0,1133,18.0,1183
16449,26,155,3089.0,90,1.0,1940,0.0,488
16450,37,234,8038.0,88,1.0,7853,5.0,372
16451,28,180,8039.0,87,1.0,12564,17.0,1334
16452,19,293,-1.0,89,1.0,9966,12.0,1219
16453,33,386,8040.0,92,1.0,6328,18.0,513
16454,37,321,8041.0,92,1.0,6110,7.0,367
16455,11,286,3466.0,90,1.0,8040,23.0,549
16456,37,228,6310.0,86,1.0,6982,1.0,244
16457,0,229,7828.0,87,1.0,11947,0.0,754
16458,12,170,8042.0,85,1.0,4558,8.0,713
16459,0,194,-1.0,85,1.0,13533,4.0,754
16460,37,227,8043.0,85,1.0,14066,22.0,1358
16461,12,175,8044.0,89,1.0,5798,9.0,34
16462,37,263,1454.0,88,1.0,12029,18.0,337
16463,12,279,-1.0,92,1.0,2934,11.0,86
16464,7,231,5897.0,86,1.0,9985,0.0,524
16465,37,189,8045.0,85,1.0,5056,15.0,1358
16466,37,274,8046.0,89,1.0,10208,6.0,349
16467,37,246,8047.0,89,1.0,703,7.0,891
16468,37,321,38.0,91,1.0,14446,7.0,902
16469,37,157,8048.0,90,1.0,10546,22.0,1360
16470,33,227,-1.0,87,1.0,6340,8.0,1382
16471,37,121,105.0,84,1.0,9821,6.0,337
16472,12,165,18.0,89,1.0,3070,11.0,81
16473,28,278,8049.0,93,1.0,11924,18.0,1192
16474,12,149,-1.0,86,1.0,2966,11.0,63
16475,37,229,8050.0,87,1.0,10346,1.0,332
16476,37,236,-1.0,87,1.0,1492,7.0,244
16477,37,142,-1.0,88,1.0,1488,21.0,1368
16478,12,250,8051.0,91,1.0,5185,0.0,205
16479,3,277,7848.0,91,1.0,508,10.0,1345
16480,37,200,112.0,87,1.0,7989,5.0,321
16481,12,164,-1.0,85,1.0,5439,8.0,710
16482,3,320,4848.0,91,1.0,6269,1.0,110
16483,37,306,5869.0,93,1.0,13559,7.0,889
16484,19,272,-1.0,92,1.0,997,2.0,941
16485,0,333,8052.0,94,1.0,319,4.0,751
16486,37,227,38.0,88,1.0,14328,4.0,1358
16487,28,218,8053.0,90,1.0,9370,17.0,536
16488,19,287,125.0,92,1.0,6443,12.0,1216
16489,26,230,963.0,89,1.0,10060,8.0,743
16490,37,233,38.0,92,1.0,12092,0.0,399
16491,37,257,8054.0,87,1.0,919,7.0,234
16492,12,137,8055.0,87,1.0,9557,19.0,977
16493,37,216,-1.0,86,1.0,11554,0.0,377
16494,34,394,-1.0,91,1.0,10427,11.0,855
16495,12,239,-1.0,85,1.0,600,19.0,641
16496,37,280,4223.0,89,1.0,14350,7.0,361
16497,12,297,65.0,92,1.0,12994,18.0,1015
16498,12,180,877.0,88,1.0,5483,7.0,11
16499,37,234,4257.0,90,1.0,11530,5.0,321
16500,37,123,8056.0,85,1.0,681,0.0,321
16501,37,288,435.0,92,1.0,9226,7.0,377
16502,12,265,-1.0,92,1.0,5530,7.0,710
16503,37,312,8057.0,89,1.0,8327,1.0,1368
16504,19,257,8058.0,92,1.0,1107,23.0,1297
16505,12,163,-1.0,86,1.0,3633,11.0,58
16506,7,260,7164.0,90,1.0,14180,13.0,516
16507,14,294,8059.0,91,1.0,9653,22.0,777
16508,19,185,8060.0,85,1.0,13835,23.0,958
16509,28,248,8061.0,85,1.0,7109,17.0,7
16510,19,314,8062.0,92,1.0,4280,2.0,939
16511,37,132,-1.0,84,1.0,10370,24.0,244
16512,12,172,-1.0,86,1.0,8108,27.0,11
16513,37,106,-1.0,84,1.0,4442,5.0,337
16514,28,156,-1.0,82,1.0,1737,16.0,1334
16515,37,245,8063.0,89,1.0,2448,7.0,902
16516,37,154,2249.0,86,1.0,14456,0.0,902
16517,28,149,8029.0,86,1.0,2032,17.0,536
16518,37,267,8064.0,89,1.0,410,11.0,386
16519,12,214,8065.0,87,1.0,5225,15.0,691
16520,19,238,8066.0,90,1.0,10044,0.0,841
16521,3,172,1159.0,89,1.0,11170,10.0,815
16522,37,246,100.0,90,1.0,12766,7.0,269
16523,7,218,1339.0,87,1.0,11438,13.0,421
16524,26,282,8067.0,87,1.0,4708,11.0,597
16525,37,226,5020.0,90,1.0,7307,8.0,267
16526,12,244,-1.0,90,1.0,3792,19.0,977
16527,28,196,145.0,91,1.0,11427,16.0,536
16528,37,319,8068.0,92,1.0,13237,0.0,244
16529,37,310,4112.0,90,1.0,402,22.0,886
16530,37,258,105.0,92,1.0,9821,6.0,337
16531,37,313,-1.0,90,1.0,10834,0.0,367
16532,37,325,-1.0,91,1.0,5981,0.0,321
16533,19,246,7631.0,87,1.0,1388,1.0,1243
16534,12,154,8069.0,87,1.0,9396,0.0,192
16535,0,280,8070.0,87,1.0,995,4.0,754
16536,12,237,529.0,93,1.0,5683,18.0,1010
16537,37,419,8071.0,92,1.0,1589,11.0,366
16538,37,348,8072.0,91,1.0,11493,7.0,377
16539,16,201,8073.0,90,1.0,7612,14.0,1205
16540,19,184,5185.0,86,1.0,13209,2.0,939
16541,0,222,3631.0,86,1.0,8608,4.0,748
16542,6,261,8074.0,93,1.0,2260,7.0,105
16543,19,240,8075.0,92,1.0,1845,1.0,1048
16544,37,467,4356.0,89,1.0,12577,7.0,902
16545,0,147,2490.0,83,1.0,10364,0.0,759
16546,37,148,546.0,84,1.0,12704,6.0,290
16547,12,193,-1.0,94,1.0,3424,11.0,96
16548,37,272,-1.0,90,1.0,13273,0.0,377
16549,37,336,8076.0,93,1.0,7794,11.0,400
16550,37,282,-1.0,90,1.0,4561,5.0,321
16551,37,293,-1.0,92,1.0,7610,13.0,399
16552,37,229,3107.0,85,1.0,4516,24.0,1358
16553,37,347,8077.0,93,1.0,8561,13.0,239
16554,37,248,-1.0,89,1.0,7482,13.0,1358
16555,37,177,38.0,85,1.0,7707,21.0,1370
16556,37,256,8078.0,95,1.0,9676,14.0,1370
16557,34,214,8079.0,86,1.0,10569,25.0,860
16558,37,188,-1.0,89,1.0,13272,6.0,290
16559,12,154,3388.0,91,1.0,3450,7.0,112
16560,37,271,8080.0,92,1.0,10164,11.0,372
16561,12,218,8081.0,85,1.0,2704,19.0,62
16562,37,302,4956.0,94,1.0,6770,7.0,399
16563,37,241,8082.0,91,1.0,9309,0.0,386
16564,7,264,755.0,85,1.0,12459,8.0,746
16565,37,218,-1.0,91,1.0,371,13.0,1368
16566,37,326,8083.0,91,1.0,12218,7.0,886
16567,37,230,105.0,87,1.0,13436,13.0,269
16568,37,283,105.0,91,1.0,12809,5.0,230
16569,37,273,-1.0,88,1.0,11726,0.0,378
16570,37,315,8084.0,90,1.0,4638,13.0,321
16571,19,233,8085.0,89,1.0,8551,23.0,721
16572,37,158,-1.0,82,1.0,6308,5.0,321
16573,12,161,-1.0,86,1.0,4038,11.0,76
16574,37,228,-1.0,92,2.0,10703,4.0,321
16575,37,235,-1.0,93,1.0,14554,21.0,1358
16576,12,239,-1.0,86,1.0,3796,3.0,59
16577,37,307,8086.0,92,1.0,7975,22.0,902
16578,12,405,-1.0,90,1.0,5645,11.0,67
16579,2,239,8087.0,85,1.0,4828,14.0,1070
16580,12,246,-1.0,88,1.0,5790,0.0,1148
16581,19,242,3363.0,86,1.0,4477,1.0,1219
16582,14,260,8088.0,92,1.0,8080,22.0,991
16583,37,125,8089.0,88,1.0,7014,7.0,901
16584,37,150,-1.0,84,1.0,1076,14.0,244
16585,34,186,870.0,83,1.0,13223,5.0,682
16586,37,233,645.0,90,1.0,12774,15.0,1370
16587,12,438,2910.0,94,1.0,5141,27.0,11
16588,12,92,2181.0,89,1.0,5484,0.0,221
16589,12,184,-1.0,91,1.0,3793,11.0,65
16590,3,166,8090.0,88,1.0,7324,10.0,815
16591,37,253,8091.0,91,1.0,963,5.0,280
16592,37,306,8092.0,93,1.0,12352,1.0,337
16593,19,249,8093.0,91,1.0,11786,1.0,1247
16594,37,319,-1.0,87,1.0,1885,7.0,902
16595,12,269,1273.0,87,1.0,3788,11.0,67
16596,19,255,1407.0,89,1.0,1327,2.0,939
16597,3,324,38.0,92,1.0,508,1.0,1345
16598,37,311,8094.0,91,1.0,10603,1.0,361
16599,37,204,7510.0,86,1.0,4501,5.0,267
16600,37,287,8095.0,91,1.0,1457,1.0,370
16601,37,217,-1.0,87,1.0,1690,0.0,244
16602,19,280,8096.0,94,1.0,7005,2.0,941
16603,37,411,8097.0,92,1.0,11329,11.0,1360
16604,37,208,8098.0,87,1.0,11023,7.0,885
16605,37,213,8099.0,92,1.0,9822,5.0,321
16606,37,281,8100.0,89,1.0,14092,14.0,404
16607,37,238,422.0,93,1.0,12554,0.0,377
16608,37,336,-1.0,91,1.0,148,0.0,902
16609,37,180,8101.0,84,1.0,596,13.0,1358
16610,12,163,8102.0,85,1.0,1705,11.0,85
16611,12,235,8103.0,89,1.0,9092,7.0,114
16612,37,346,28.0,91,1.0,12766,7.0,269
16613,12,210,397.0,90,1.0,8637,23.0,700
16614,37,252,5704.0,92,3.0,7913,5.0,321
16615,37,320,38.0,91,1.0,939,0.0,267
16616,12,195,8104.0,91,1.0,5654,19.0,972
16617,34,341,8105.0,94,1.0,611,25.0,859
16618,37,181,8106.0,84,1.0,596,14.0,1358
16619,12,216,8107.0,89,1.0,6996,9.0,40
16620,37,303,8108.0,89,1.0,60,18.0,1358
16621,12,219,-1.0,91,1.0,2430,11.0,81
16622,3,249,-1.0,89,1.0,6046,10.0,815
16623,37,189,8109.0,87,1.0,583,20.0,902
16624,19,227,8110.0,86,1.0,1822,1.0,1101
16625,0,275,145.0,92,1.0,11278,4.0,760
16626,12,290,8111.0,90,1.0,1406,0.0,132
16627,33,235,8112.0,87,1.0,1567,8.0,521
16628,37,282,8113.0,91,2.0,4957,5.0,1365
16629,37,193,3125.0,86,1.0,751,7.0,399
16630,12,198,-1.0,87,1.0,4032,11.0,65
16631,37,248,8108.0,87,1.0,60,18.0,1358
16632,19,187,8114.0,88,1.0,8424,1.0,1256
16633,19,259,8115.0,88,1.0,6420,1.0,1247
16634,12,256,8116.0,90,1.0,3681,8.0,1141
16635,7,284,6686.0,87,1.0,13675,8.0,683
16636,12,156,1198.0,83,1.0,13933,9.0,34
16637,19,243,8117.0,85,1.0,1822,19.0,1106
16638,12,204,5.0,85,1.0,4423,19.0,62
16639,12,185,-1.0,85,1.0,2212,26.0,11
16640,12,172,-1.0,85,1.0,2652,11.0,58
16641,37,235,5777.0,91,1.0,801,0.0,348
16642,37,338,-1.0,89,1.0,7967,5.0,1358
16643,37,139,1853.0,87,1.0,7482,21.0,1358
16644,0,332,8118.0,91,1.0,11671,4.0,754
16645,37,328,-1.0,88,1.0,14311,12.0,1358
16646,37,183,8119.0,87,1.0,6045,18.0,337
16647,12,264,8120.0,88,1.0,7236,20.0,510
16648,11,485,89.0,94,1.0,7608,0.0,549
16649,12,172,8121.0,84,1.0,9508,19.0,979
16650,12,271,8122.0,92,1.0,7702,20.0,510
16651,37,318,-1.0,83,1.0,11978,7.0,253
16652,37,311,8123.0,92,1.0,10121,1.0,378
16653,12,238,8124.0,90,1.0,5179,9.0,44
16654,37,221,-1.0,85,1.0,9094,5.0,378
16655,2,174,8125.0,85,1.0,9247,0.0,29
16656,26,250,-1.0,90,1.0,14532,8.0,1351
16657,19,220,-1.0,88,1.0,9451,2.0,941
16658,28,337,8126.0,93,1.0,6711,16.0,540
16659,37,234,8127.0,86,1.0,12546,5.0,321
16660,12,175,-1.0,86,1.0,5756,0.0,217
16661,19,242,125.0,88,1.0,14174,1.0,1219
16662,32,234,8128.0,89,1.0,12887,14.0,1336
16663,37,251,7342.0,92,1.0,1756,7.0,298
16664,28,203,8129.0,87,1.0,6354,17.0,1192
16665,12,199,18.0,87,1.0,4181,11.0,85
16666,37,309,-1.0,90,1.0,6178,7.0,348
16667,12,173,-1.0,84,1.0,8874,19.0,62
16668,37,198,8130.0,84,1.0,8295,14.0,244
16669,19,275,-1.0,91,1.0,5977,2.0,941
16670,0,285,7828.0,85,1.0,11947,5.0,754
16671,18,241,3852.0,91,1.0,13167,15.0,1038
16672,34,219,397.0,84,1.0,5859,23.0,426
16673,12,199,5.0,88,1.0,6161,26.0,11
16674,7,216,8131.0,88,1.0,13534,5.0,737
16675,37,268,8132.0,90,1.0,13256,7.0,348
16676,37,310,4477.0,92,1.0,9111,22.0,902
16677,37,259,-1.0,91,1.0,1485,19.0,377
16678,26,277,8133.0,89,1.0,9526,7.0,744
16679,28,159,8134.0,86,1.0,7526,19.0,7
16680,28,174,8135.0,84,1.0,11394,23.0,1192
16681,37,292,803.0,94,1.0,11745,7.0,367
16682,37,237,77.0,90,1.0,9178,7.0,891
16683,12,260,-1.0,90,1.0,2817,11.0,77
16684,3,319,8136.0,89,1.0,12922,14.0,1383
16685,37,241,-1.0,84,1.0,12736,8.0,332
16686,37,166,8137.0,84,1.0,9379,0.0,367
16687,19,266,3576.0,87,1.0,1744,1.0,1215
16688,12,201,65.0,88,1.0,5023,7.0,158
16689,12,193,8138.0,89,1.0,222,0.0,204
16690,19,221,125.0,90,1.0,1820,2.0,939
16691,37,291,5327.0,90,1.0,7549,11.0,809
16692,37,246,8139.0,93,1.0,14316,7.0,234
16693,37,305,1327.0,90,1.0,13905,13.0,291
16694,12,231,-1.0,89,1.0,2648,11.0,81
16695,37,200,105.0,87,1.0,502,22.0,1370
16696,37,189,5683.0,87,1.0,12819,5.0,1370
16697,37,319,8140.0,89,1.0,1383,1.0,290
16698,12,197,1430.0,93,1.0,9093,0.0,132
16699,37,358,8141.0,91,1.0,8403,18.0,352
16700,0,303,8142.0,88,1.0,2329,5.0,754
16701,34,234,8143.0,87,1.0,10097,23.0,426
16702,7,151,8144.0,81,1.0,14231,4.0,524
16703,37,268,8145.0,91,1.0,8133,5.0,321
16704,12,274,-1.0,89,1.0,8003,23.0,12
16705,37,338,-1.0,94,1.0,12554,5.0,397
16706,37,275,-1.0,87,1.0,8257,19.0,1370
16707,37,316,3892.0,87,1.0,7434,5.0,321
16708,19,236,5370.0,92,1.0,11740,23.0,611
16709,19,191,8146.0,89,1.0,6626,1.0,1048
16710,2,227,8147.0,90,1.0,10976,22.0,1077
16711,15,214,8148.0,88,1.0,7420,21.0,24
16712,37,267,5589.0,91,1.0,14492,7.0,891
16713,37,228,3401.0,88,1.0,13530,7.0,902
16714,14,241,4875.0,89,1.0,12838,22.0,777
16715,12,218,8149.0,86,1.0,7950,0.0,198
16716,37,239,8150.0,85,1.0,12143,8.0,244
16717,12,86,18.0,90,1.0,2682,11.0,77
16718,37,211,8151.0,87,1.0,4868,7.0,898
16719,0,343,6076.0,93,1.0,9723,11.0,754
16720,12,144,-1.0,84,1.0,8774,0.0,570
16721,37,196,8152.0,91,2.0,7880,1.0,1358
16722,37,245,4445.0,88,1.0,13578,0.0,269
16723,12,246,8153.0,95,2.0,9092,7.0,159
16724,12,119,18.0,91,1.0,2815,11.0,84
16725,28,188,8154.0,84,1.0,9424,16.0,8
16726,37,229,-1.0,84,1.0,1405,7.0,250
16727,37,304,8155.0,92,1.0,1520,22.0,891
16728,11,435,8156.0,93,1.0,10356,23.0,549
16729,37,315,-1.0,91,1.0,9165,22.0,902
16730,26,243,-1.0,87,1.0,9870,13.0,597
16731,12,191,8157.0,86,1.0,1409,0.0,117
16732,37,280,8158.0,88,1.0,10333,18.0,1358
16733,34,257,7463.0,88,1.0,13476,0.0,427
16734,0,355,5013.0,91,1.0,7879,4.0,754
16735,37,200,600.0,87,1.0,9701,5.0,230
16736,19,238,-1.0,90,1.0,7023,2.0,953
16737,12,286,2892.0,94,1.0,5201,0.0,126
16738,0,357,-1.0,86,1.0,8359,4.0,754
16739,14,215,2278.0,91,1.0,5936,22.0,777
16740,37,261,8159.0,92,2.0,6659,5.0,398
16741,0,287,-1.0,87,1.0,9122,4.0,759
16742,12,212,8160.0,89,1.0,5771,18.0,977
16743,7,335,8161.0,90,1.0,7386,5.0,737
16744,12,184,-1.0,85,1.0,3061,11.0,96
16745,12,284,8162.0,94,1.0,1536,20.0,510
16746,37,202,-1.0,93,1.0,11185,15.0,383
16747,0,289,2779.0,86,1.0,1216,21.0,754
16748,37,171,-1.0,84,1.0,7596,5.0,305
16749,37,277,1327.0,86,1.0,13905,13.0,291
16750,3,359,4113.0,92,1.0,8102,22.0,1344
16751,37,219,8163.0,88,1.0,11034,1.0,1358
16752,37,194,-1.0,89,1.0,10872,0.0,377
16753,37,340,7893.0,90,1.0,6514,7.0,399
16754,37,268,8164.0,94,1.0,10712,7.0,889
16755,37,270,-1.0,87,1.0,7955,8.0,1340
16756,14,272,870.0,89,1.0,8843,22.0,777
16757,37,301,1770.0,91,1.0,5946,7.0,399
16758,12,218,8165.0,88,1.0,5425,8.0,710
16759,37,189,46.0,86,1.0,8253,5.0,388
16760,19,235,819.0,90,1.0,770,1.0,1060
16761,19,181,-1.0,86,1.0,8547,24.0,831
16762,37,175,34.0,87,1.0,9537,5.0,1358
16763,7,344,8166.0,92,1.0,8344,5.0,516
16764,37,176,1162.0,87,1.0,9054,7.0,377
16765,0,308,8167.0,89,1.0,1222,4.0,755
16766,37,244,106.0,85,1.0,8306,22.0,805
16767,37,413,8168.0,89,1.0,12774,11.0,1370
16768,12,256,1352.0,92,1.0,13870,0.0,208
16769,12,230,8169.0,87,1.0,8434,0.0,126
16770,12,334,8170.0,93,1.0,5545,26.0,11
16771,3,237,8171.0,90,1.0,7602,10.0,815
16772,12,136,8172.0,87,1.0,5771,19.0,977
16773,37,207,8173.0,84,1.0,996,6.0,321
16774,37,143,-1.0,87,1.0,8672,22.0,1354
16775,12,349,-1.0,88,1.0,2625,3.0,59
16776,37,220,2016.0,92,2.0,10260,5.0,398
16777,34,238,-1.0,87,1.0,9495,19.0,860
16778,19,183,125.0,87,1.0,13992,12.0,1219
16779,12,149,-1.0,87,1.0,8872,18.0,1005
16780,28,118,8174.0,85,1.0,14519,17.0,933
16781,37,216,-1.0,88,1.0,7967,21.0,1358
16782,18,270,8175.0,86,1.0,4392,14.0,618
16783,37,398,8176.0,95,1.0,13237,0.0,253
16784,37,275,-1.0,90,1.0,13272,6.0,290
16785,7,251,376.0,87,1.0,9985,21.0,516
16786,37,225,8177.0,89,1.0,13857,21.0,1340
16787,14,301,6950.0,93,2.0,6075,22.0,777
16788,37,241,-1.0,89,1.0,12200,8.0,377
16789,37,335,-1.0,91,1.0,7270,7.0,361
16790,12,239,8178.0,88,1.0,2210,23.0,12
16791,37,277,-1.0,90,1.0,8180,0.0,305
16792,12,215,541.0,87,1.0,7318,19.0,658
16793,34,351,7463.0,88,1.0,13476,0.0,427
16794,37,297,3519.0,91,1.0,4734,7.0,891
16795,0,202,5804.0,84,1.0,9574,0.0,754
16796,0,214,8179.0,86,1.0,7057,4.0,754
16797,19,306,8180.0,93,1.0,1448,2.0,941
16798,37,268,1471.0,92,1.0,9753,6.0,237
16799,37,327,-1.0,92,1.0,1698,13.0,337
16800,34,262,-1.0,84,1.0,711,19.0,865
16801,2,252,8181.0,89,1.0,13456,18.0,1074
16802,37,252,-1.0,87,1.0,9320,5.0,321
16803,28,280,8182.0,90,1.0,7896,17.0,7
16804,33,376,8183.0,89,1.0,7152,7.0,513
16805,37,226,583.0,91,1.0,12021,5.0,398
16806,37,140,-1.0,86,1.0,4914,7.0,378
16807,19,214,8184.0,92,1.0,11921,1.0,1247
16808,12,258,65.0,89,1.0,5441,7.0,117
16809,12,325,8185.0,93,1.0,254,0.0,132
16810,37,147,8186.0,91,1.0,4837,0.0,349
16811,37,314,38.0,94,1.0,11932,7.0,399
16812,19,250,8187.0,86,1.0,2010,1.0,1213
16813,37,285,8188.0,88,1.0,13443,7.0,367
16814,12,279,-1.0,87,1.0,2515,11.0,85
16815,37,215,8189.0,82,1.0,10378,5.0,273
16816,37,247,-1.0,88,1.0,8314,8.0,370
16817,12,214,8190.0,92,1.0,5154,22.0,11
16818,19,165,8191.0,88,1.0,7807,8.0,828
16819,19,271,-1.0,93,1.0,863,1.0,1048
16820,12,243,-1.0,89,1.0,14057,8.0,704
16821,12,220,8192.0,92,2.0,8011,13.0,999
16822,37,216,5616.0,88,1.0,7141,21.0,1358
16823,37,161,5478.0,91,1.0,6541,15.0,1367
16824,19,199,6941.0,90,1.0,12545,2.0,939
16825,37,289,4505.0,89,1.0,7382,7.0,388
16826,19,173,8193.0,86,1.0,10928,1.0,832
16827,37,240,8194.0,90,1.0,703,7.0,891
16828,33,277,-1.0,87,1.0,9215,8.0,513
16829,37,219,7076.0,85,1.0,9680,26.0,342
16830,37,188,867.0,91,1.0,13237,0.0,367
16831,19,322,-1.0,88,1.0,8477,2.0,941
16832,12,136,8195.0,85,1.0,3133,3.0,57
16833,37,132,-1.0,86,1.0,12395,7.0,377
16834,37,130,-1.0,82,1.0,14485,0.0,244
16835,37,120,3270.0,85,1.0,9034,7.0,399
16836,37,336,4438.0,88,1.0,9,14.0,1369
16837,37,358,2917.0,96,1.0,4897,5.0,321
16838,37,360,870.0,95,2.0,5864,11.0,321
16839,37,233,5231.0,85,1.0,613,24.0,244
16840,37,268,385.0,86,1.0,4454,19.0,902
16841,37,282,8196.0,92,1.0,1933,6.0,347
16842,12,210,-1.0,95,3.0,5264,7.0,172
16843,19,365,8197.0,87,1.0,12103,12.0,1239
16844,37,262,-1.0,86,1.0,4416,15.0,232
16845,19,231,8198.0,89,1.0,12074,14.0,1295
16846,37,171,8199.0,91,1.0,8277,7.0,891
16847,37,297,-1.0,86,1.0,14645,6.0,1360
16848,34,261,-1.0,88,1.0,14204,14.0,581
16849,12,149,-1.0,86,1.0,3347,11.0,63
16850,37,127,-1.0,84,1.0,7115,7.0,244
16851,37,211,7820.0,91,1.0,13208,13.0,274
16852,37,328,1624.0,94,1.0,9747,7.0,348
16853,5,267,-1.0,90,1.0,8159,1.0,1202
16854,34,230,8200.0,89,1.0,13024,14.0,861
16855,37,311,6222.0,88,1.0,1032,0.0,367
16856,2,168,8201.0,89,1.0,14307,22.0,1079
16857,37,361,-1.0,93,1.0,5981,5.0,280
16858,26,306,8202.0,92,1.0,9870,13.0,597
16859,37,187,1853.0,89,1.0,4455,13.0,1369
16860,19,171,8203.0,86,1.0,2140,1.0,1219
16861,37,287,6696.0,94,1.0,6830,7.0,348
16862,28,166,5017.0,87,1.0,8332,17.0,536
16863,37,497,-1.0,94,2.0,11329,5.0,1358
16864,34,303,8204.0,86,1.0,6576,25.0,501
16865,37,365,-1.0,91,1.0,12,7.0,886
16866,28,246,8205.0,90,1.0,9268,16.0,536
16867,37,237,1868.0,91,1.0,12900,21.0,1360
16868,7,298,-1.0,87,1.0,1696,5.0,506
16869,12,183,177.0,86,1.0,7236,20.0,510
16870,37,310,8206.0,88,1.0,12859,5.0,361
16871,12,194,8207.0,87,1.0,6996,9.0,44
16872,12,219,1706.0,91,1.0,8108,26.0,11
16873,0,236,940.0,84,1.0,5871,5.0,754
16874,19,311,8208.0,93,1.0,11065,2.0,941
16875,12,165,-1.0,87,1.0,5201,0.0,126
16876,37,309,4213.0,94,1.0,1058,13.0,1365
16877,28,180,8209.0,85,1.0,2239,16.0,1192
16878,12,189,-1.0,90,1.0,9093,0.0,211
16879,12,317,8210.0,87,1.0,5805,18.0,663
16880,3,138,3140.0,88,1.0,12748,22.0,620
16881,12,211,3807.0,93,1.0,5539,0.0,175
16882,37,158,8211.0,86,1.0,13184,5.0,397
16883,37,159,-1.0,87,1.0,9,5.0,1358
16884,19,174,7883.0,88,1.0,6819,23.0,721
16885,12,133,-1.0,83,1.0,11332,19.0,977
16886,37,360,325.0,93,1.0,9747,7.0,348
16887,19,207,4627.0,88,1.0,9186,1.0,483
16888,12,239,8212.0,91,1.0,8607,20.0,510
16889,14,246,-1.0,88,1.0,5930,22.0,777
16890,19,234,8213.0,91,1.0,1653,1.0,1213
16891,37,147,-1.0,85,1.0,6659,8.0,321
16892,12,146,-1.0,85,1.0,2507,11.0,58
16893,12,179,1337.0,87,1.0,2650,11.0,65
16894,19,201,1265.0,88,1.0,12425,2.0,941
16895,37,172,167.0,86,1.0,9537,5.0,1368
16896,12,227,-1.0,86,1.0,5764,0.0,715
16897,37,184,-1.0,88,1.0,7858,0.0,250
16898,37,268,105.0,86,1.0,13593,12.0,1361
16899,37,208,8214.0,86,1.0,12049,1.0,337
16900,37,206,-1.0,87,1.0,6065,6.0,298
16901,37,228,106.0,88,1.0,14301,22.0,805
16902,37,235,8215.0,88,1.0,418,15.0,372
16903,37,149,8216.0,84,1.0,7165,0.0,348
16904,19,402,8217.0,94,1.0,13162,1.0,954
16905,3,222,1159.0,89,1.0,11170,10.0,815
16906,12,195,8218.0,85,1.0,13933,9.0,38
16907,7,169,397.0,81,1.0,13749,23.0,511
16908,12,309,-1.0,88,1.0,3019,11.0,71
16909,12,251,-1.0,88,1.0,8008,8.0,705
16910,12,118,324.0,87,1.0,8405,7.0,114
16911,0,276,-1.0,87,1.0,1013,4.0,759
16912,37,237,8219.0,86,1.0,6929,11.0,1365
16913,37,233,34.0,86,1.0,11948,0.0,348
16914,37,269,-1.0,90,1.0,751,13.0,361
16915,37,336,8220.0,90,1.0,10881,27.0,887
16916,37,351,8221.0,90,1.0,8623,11.0,230
16917,12,245,8222.0,87,1.0,9508,18.0,1016
16918,19,229,-1.0,89,1.0,10485,1.0,1219
16919,12,187,960.0,88,1.0,5835,26.0,11
16920,37,153,8223.0,83,1.0,12084,8.0,284
16921,7,225,5838.0,86,1.0,573,7.0,524
16922,0,270,38.0,87,1.0,12006,0.0,759
16923,12,182,8224.0,86,1.0,10648,9.0,38
16924,37,200,-1.0,87,1.0,9244,21.0,337
16925,37,199,397.0,82,1.0,7238,23.0,902
16926,7,193,-1.0,86,1.0,9017,8.0,421
16927,0,322,8225.0,87,1.0,9577,1.0,758
16928,37,262,-1.0,92,1.0,359,13.0,232
16929,19,285,-1.0,87,1.0,9251,12.0,1216
16930,14,244,6769.0,88,1.0,5939,22.0,777
16931,0,227,8226.0,83,1.0,784,23.0,754
16932,37,208,-1.0,87,1.0,5449,27.0,1358
16933,0,211,8227.0,85,1.0,577,24.0,754
16934,37,360,8228.0,93,1.0,14473,7.0,377
16935,37,347,8229.0,94,1.0,315,13.0,229
16936,12,190,-1.0,88,1.0,4024,11.0,77
16937,37,404,9.0,88,1.0,1543,7.0,765
16938,37,380,-1.0,91,1.0,10155,7.0,805
16939,37,270,-1.0,92,1.0,10792,5.0,321
16940,12,324,8230.0,84,1.0,5825,7.0,666
16941,19,114,-1.0,87,1.0,10196,2.0,941
16942,37,228,-1.0,88,1.0,11643,5.0,1365
16943,24,193,5833.0,86,1.0,8955,26.0,771
16944,12,128,-1.0,84,1.0,2787,11.0,58
16945,19,198,8231.0,88,1.0,6731,1.0,1215
16946,37,287,1334.0,92,1.0,11333,25.0,351
16947,37,250,8232.0,85,1.0,13354,1.0,809
16948,34,227,5599.0,88,1.0,2286,1.0,432
